
Vibrational (contracted) energies: 
    i        Energy/cm    State v

    1       1136.133367 [    1   0 ] X1Sig_g+
    2       3388.211946 [    1   1 ] X1Sig_g+
    3       5613.540904 [    1   2 ] X1Sig_g+
    4       7812.082767 [    1   3 ] X1Sig_g+
    5       9983.803406 [    1   4 ] X1Sig_g+
    6      12128.667651 [    1   5 ] X1Sig_g+
    7      14246.637275 [    1   6 ] X1Sig_g+
    8      16337.670280 [    1   7 ] X1Sig_g+
    9      18401.720826 [    1   8 ] X1Sig_g+
   10      20438.739346 [    1   9 ] X1Sig_g+
   11      22448.672542 [    1  10 ] X1Sig_g+
   12      24431.463049 [    1  11 ] X1Sig_g+
   13      26387.048659 [    1  12 ] X1Sig_g+
   14      28315.361025 [    1  13 ] X1Sig_g+
   15      30216.323867 [    1  14 ] X1Sig_g+
   16      32089.850681 [    1  15 ] X1Sig_g+
   17      33935.842041 [    1  16 ] X1Sig_g+
   18      35754.182541 [    1  17 ] X1Sig_g+
   19      37544.737494 [    1  18 ] X1Sig_g+
   20      39307.349449 [    1  19 ] X1Sig_g+
   21      41041.834630 [    1  20 ] X1Sig_g+
   22      42747.979366 [    1  21 ] X1Sig_g+
   23      44425.536580 [    1  22 ] X1Sig_g+
   24      46074.222386 [    1  23 ] X1Sig_g+
   25      47693.712836 [    1  24 ] X1Sig_g+
   26      49283.640835 [    1  25 ] X1Sig_g+
   27      50843.593241 [    1  26 ] X1Sig_g+
   28      52373.108149 [    1  27 ] X1Sig_g+
   29      53871.672350 [    1  28 ] X1Sig_g+
   30      55338.718953 [    1  29 ] X1Sig_g+
   31      56773.625163 [    1  30 ] X1Sig_g+
   32      58175.710182 [    1  31 ] X1Sig_g+
   33      59544.233246 [    1  32 ] X1Sig_g+
   34      60878.391769 [    1  33 ] X1Sig_g+
   35      62177.319627 [    1  34 ] X1Sig_g+
   36      63440.085575 [    1  35 ] X1Sig_g+
   37      64665.691869 [    1  36 ] X1Sig_g+
   38      65853.073137 [    1  37 ] X1Sig_g+
   39      67001.095620 [    1  38 ] X1Sig_g+
   40      68108.556928 [    1  39 ] X1Sig_g+
   41      69174.186531 [    1  40 ] X1Sig_g+
   42      70196.647277 [    1  41 ] X1Sig_g+
   43      71174.538341 [    1  42 ] X1Sig_g+
   44      72106.400170 [    1  43 ] X1Sig_g+
   45      72990.722151 [    1  44 ] X1Sig_g+
   46      73825.954007 [    1  45 ] X1Sig_g+
   47      74610.522232 [    1  46 ] X1Sig_g+
   48      75342.853334 [    1  47 ] X1Sig_g+
   49      76021.406125 [    1  48 ] X1Sig_g+
   50      76644.716011 [    1  49 ] X1Sig_g+
   51      77211.454889 [    1  50 ] X1Sig_g+
   52      77720.511044 [    1  51 ] X1Sig_g+
   53      78171.093899 [    1  52 ] X1Sig_g+
   54      78562.868391 [    1  53 ] X1Sig_g+
   55      78896.122203 [    1  54 ] X1Sig_g+
   56      79171.964903 [    1  55 ] X1Sig_g+
   57      79392.549387 [    1  56 ] X1Sig_g+
   58      79561.291026 [    1  57 ] X1Sig_g+
   59      79683.038160 [    1  58 ] X1Sig_g+
   60      79764.123376 [    1  59 ] X1Sig_g+
   61      79812.212441 [    1  60 ] X1Sig_g+
   62      79835.891894 [    1  61 ] X1Sig_g+
   63      79844.020030 [    1  62 ] X1Sig_g+
   64      79845.152473 [    1  63 ] X1Sig_g+
   65      79845.727900 [    1  64 ] X1Sig_g+
   66      79846.640696 [    1  65 ] X1Sig_g+
   67      79847.849909 [    1  66 ] X1Sig_g+
   68      79849.337011 [    1  67 ] X1Sig_g+
   69      79851.090803 [    1  68 ] X1Sig_g+
   70      79853.103371 [    1  69 ] X1Sig_g+
   71      79855.368655 [    1  70 ] X1Sig_g+
   72      79857.881804 [    1  71 ] X1Sig_g+
   73      79860.638805 [    1  72 ] X1Sig_g+
   74      79863.636268 [    1  73 ] X1Sig_g+
   75      79866.871276 [    1  74 ] X1Sig_g+
   76      79870.341280 [    1  75 ] X1Sig_g+
   77      79874.044027 [    1  76 ] X1Sig_g+
   78      79877.977504 [    1  77 ] X1Sig_g+
   79      79882.139897 [    1  78 ] X1Sig_g+
   80      79886.529558 [    1  79 ] X1Sig_g+
   81      79891.144983 [    1  80 ] X1Sig_g+
